0.03440749	0.038715716	-0.058116045	0.029632978	0.0037137098	0.019586656	0.049888983	0.043679878	-0.09809115	-0.045301866	-0.007897491	-0.008233911	-0.0140656	-0.073434144	-0.046519376	0.09991142
0.07013537	0.12741664	-0.14252332	0.08331059	-0.08765129	-0.04408154	-0.040881805	0.084125824	0.040942296	0.020544168	-0.08384578	0.17897953	-0.10624857	0.022240954	0.13104473	-0.012359416
0.068821415	0.15476093	-0.17546943	0.17413177	-0.090012	-0.124732606	-0.1605766	0.13429922	-0.03167944	-0.0646842	-0.07866237	-0.28512245	-0.10361973	0.062150516	0.13923383	-0.037159298
-0.51591945	-0.42619497	0.51500875	-0.5569594	0.3736648	0.40677407	0.46250778	-0.51124036	-0.042563036	0.2735333	0.40690288	0.32787046	0.4184439	-0.38458616	-0.49237734	0.301218
-0.007033806	-0.022251273	-0.056646284	-0.055911824	-0.05027762	-0.041209046	0.021360489	-0.04248754	0.08648991	-0.018326705	-0.0120622795	0.43756494	0.0016281914	-0.0056606135	-0.035280216	0.02626638
0.07602894	0.06271409	-0.03873895	0.049639087	-0.10631948	-0.10833048	-0.062016997	0.03907	-0.029023765	-0.11677529	-0.095869884	-0.61844575	-0.06538755	-0.0034887572	0.06884449	-0.0076301866
-0.4198275	-0.4117598	0.4263794	-0.42423835	0.30306655	0.37906924	0.46798527	-0.42896956	-0.2649516	0.17792416	0.38108853	-0.3353456	0.43775016	-0.35404024	-0.46093485	0.3435134
0.049161788	0.021978255	-0.07885401	0.064984396	-0.10800531	-0.11646575	-0.075201966	0.0512873	0.07636696	-0.09901801	-0.113325365	0.4641847	-0.09462495	0.066619664	0.019923221	-0.04644768
-0.37143943	-0.3704837	0.42317688	-0.3557995	0.23720673	0.24025203	0.44090667	-0.37110034	-0.23456246	0.07049236	0.33663785	-0.59512454	0.3620256	-0.3334238	-0.401457	0.30905947
0.024481706	0.021795336	-0.03216767	-0.025709325	0.044109076	0.0015439489	-0.036813058	-0.029466385	-0.06443263	0.031111093	0.03648017	-0.115239516	0.009793861	-0.029877663	-0.0044124126	0.06998998
-0.42434952	-0.43493545	0.4760129	-0.532323	0.36813593	0.34055758	0.49638999	-0.4938509	-0.22947872	0.22762416	0.40109113	-0.15736078	0.41710868	-0.40709975	-0.43807337	0.37393412
0.044163767	0.09982327	-0.05745501	0.119862676	-0.042321924	-0.08602998	-0.09918931	0.04702116	-0.021523198	-0.047798596	-0.06289945	0.004513819	-0.032046065	0.040526483	0.12074768	-0.065811954
-0.27997735	-0.23778814	0.29532802	-0.32798898	0.20939524	0.27260605	0.30034152	-0.2737107	0.031143485	0.116986245	0.20055145	0.35392046	0.24422894	-0.2045313	-0.29410404	0.207821
0.35195923	0.35620368	-0.32235393	0.3881964	-0.28643733	-0.34525374	-0.3359868	0.3251962	0.08696544	-0.23565167	-0.27311844	-0.48237586	-0.24907386	0.28940648	0.33398926	-0.22304137
0.041187443	-0.007999331	0.025505604	-0.017672958	0.0072267056	0.009785271	-0.035652343	-0.005054174	-0.06236427	0.0022694122	0.019465059	-0.10810522	0.027849039	-0.072240844	0.01284333	-0.0076329974
-0.008445161	0.03935033	0.04080261	0.0010741211	-0.012459794	0.04956341	0.03161844	0.009602563	0.1322679	0.046712786	0.0074066725	0.51443297	0.01654235	-0.007992549	-0.047197554	0.0146800075
0.11576431	0.101492785	-0.09579253	0.094857484	-0.117631726	-0.08976024	-0.12246206	0.089175574	0.109963834	-0.17162077	-0.09879615	-0.51406574	-0.1401447	0.068955064	0.13466531	-0.091503985
-0.113543935	-0.02358005	0.08076604	-0.07271947	0.025422659	0.11159913	0.07062534	-0.12515172	0.18653943	0.021950038	0.02304738	0.4153157	0.0058448464	0.0088071795	-0.099133655	-0.017458431
0.024074078	-0.0053575505	-0.06988229	0.009069924	-0.0059532877	-0.028975425	-0.048135106	-0.0458707	-0.13489905	0.016763903	0.07623029	-0.8847744	0.036958065	-0.024670329	-0.021693155	0.08135797
-0.33039612	-0.26327926	0.26257297	-0.30776006	0.13451973	0.19889784	0.28677058	-0.2788769	-0.2778372	0.14954567	0.3086924	-1.1030898	0.26997155	-0.27337047	-0.2463118	0.27692604
-0.0908027	-0.13720667	0.15872326	-0.15168883	0.07594307	0.14853172	0.090566434	-0.09873667	-0.05617486	0.079070166	0.08090141	-0.10276381	0.13461645	-0.09955	-0.12082555	0.10291791
0.037599206	0.087426126	-0.06786919	0.05189459	-0.07330724	-0.043162458	-0.023408927	-0.0023394027	-0.04664338	-0.08461751	0.013516043	-1.0083764	-0.0027421804	0.06192758	0.06160112	-0.0007384539
0.06419889	0.08284172	-0.08944117	0.08590013	-0.055475283	-0.024158191	-0.03454787	0.014714495	-0.05440011	-0.025347281	-0.052310657	-0.8616533	-0.03435738	0.04443033	0.0818006	-0.010067983
0.0013217736	0.07151155	-0.014098735	-0.007180432	0.045246333	0.023143964	-0.071221314	0.024548903	-0.07875336	0.070312686	-0.02282774	-0.8380699	-0.05654996	0.012953591	0.027572485	-0.030388303
-0.012370246	-0.04378938	-0.015767934	-0.07225377	-0.03889152	0.025996376	0.03646022	-0.013426634	-0.016263857	0.04169442	0.06760843	-0.1411907	0.0644696	-0.0715534	0.0085126525	0.096790895
-0.37414613	-0.43041086	0.45737612	-0.3769663	0.30265507	0.35516298	0.39554578	-0.45752084	-0.04521683	0.31450105	0.38260496	0.31642595	0.30444264	-0.32991058	-0.4437208	0.33891383
-0.052847143	-0.043355387	0.10659755	-0.054429803	0.046555754	0.03004212	0.048857357	-0.062277608	-0.12785554	0.04750094	0.09738329	-1.0755852	0.05689044	-0.08781475	-0.07499786	0.07781185
0.118471816	0.059226073	-0.0942097	0.031352524	0.051511254	-0.05849099	-0.08703261	0.02720733	0.30006632	0.01305692	-0.091170855	0.8692432	-0.07990414	0.09347336	0.05793963	-0.09585412
